"","Well","replno","smpltp","templvol","QtyID","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","qpcrno","MONISprojectno","AssayID","speciesabbr","plateno","qpcrrundate","Cq","gen_specnm","Genus","species","dk_comnm","smpltp2","MST.y.m","ssn","Wellname.ssn.no1","gen_specnm.ssn","locnm","colldate","volfilt_mL","declat","declon","Welltype","Harbour","Harbour.Welltype","col.06","qpcr.rplno","welltp","qpcrno.plateno","spec.lat","mx.Cq.lod","intc5","lod.val","loq.val","rEffic","ampF","intc2","slo3","RSqdRn.1","templvol","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L"
"1620","D12",28,"MST2021-089","3uL","QtyorID","Unknown",28,0.1208,25.55,9018,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","25.55","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021089","MST.2021089.2021.May","spri","D12.spri.1","Pseudochattonella_farcimen.spri","EbeltoftVig","2021-05-17",1400,56.2094,10.6003444444444,"Unknown","EbeltoftVig","EbeltoftVig.Unknown",NA,"qpcr944.28","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",858.857142857143,858857.142857143,858858.142857143,5.93392143756588
"1621","E10",29,"MST2021-088","3uL","QtyorID","Unknown",29,0.1208,24.89,14210,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","24.89","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021088","MST.2021088.2021.May","spri","E10.spri.1","Pseudochattonella_farcimen.spri","KertemindeBugt","2021-05-20",1600,55.4392166666667,10.8276944444444,"Unknown","KertemindeBugt","KertemindeBugt.Unknown",NA,"qpcr944.29","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",1184.16666666667,1184166.66666667,1184167.66666667,6.07341319863084
"1622","E11",29,"MST2021-088","3uL","QtyorID","Unknown",29,0.1208,24.87,14440,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","24.87","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021088","MST.2021088.2021.May","spri","E11.spri.1","Pseudochattonella_farcimen.spri","KertemindeBugt","2021-05-20",1600,55.4392166666667,10.8276944444444,"Unknown","KertemindeBugt","KertemindeBugt.Unknown",NA,"qpcr944.29","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",1203.33333333333,1203333.33333333,1203334.33333333,6.08038630809539
"1623","E12",29,"MST2021-088","3uL","QtyorID","Unknown",29,0.1208,24.84,14710,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","24.84","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021088","MST.2021088.2021.May","spri","E12.spri.1","Pseudochattonella_farcimen.spri","KertemindeBugt","2021-05-20",1600,55.4392166666667,10.8276944444444,"Unknown","KertemindeBugt","KertemindeBugt.Unknown",NA,"qpcr944.29","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",1225.83333333333,1225833.33333333,1225834.33333333,6.08843178096486
"1624","F10",30,"MST2021-062","3uL","QtyorID","Unknown",30,0.1208,19.18,704600,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","19.18","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021062","MST.2021062.2021.May","spri","F10.spri.1","Pseudochattonella_farcimen.spri","95600002_FYN6300043","2021-05-21",1400,54.9975833333333,10.1654166666667,"Unknown","95600002_FYN6300043","95600002_FYN6300043.Unknown",NA,"qpcr944.30","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",67104.7619047619,67104761.9047619,67104762.9047619,7.82675334624717
"1625","F11",30,"MST2021-062","3uL","QtyorID","Unknown",30,0.1208,19.21,689700,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","19.21","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021062","MST.2021062.2021.May","spri","F11.spri.1","Pseudochattonella_farcimen.spri","95600002_FYN6300043","2021-05-21",1400,54.9975833333333,10.1654166666667,"Unknown","95600002_FYN6300043","95600002_FYN6300043.Unknown",NA,"qpcr944.30","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",65685.7142857143,65685714.2857143,65685715.2857143,7.81747093353071
"1626","F12",30,"MST2021-062","3uL","QtyorID","Unknown",30,0.1208,19.21,690600,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","19.21","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021062","MST.2021062.2021.May","spri","F12.spri.1","Pseudochattonella_farcimen.spri","95600002_FYN6300043","2021-05-21",1400,54.9975833333333,10.1654166666667,"Unknown","95600002_FYN6300043","95600002_FYN6300043.Unknown",NA,"qpcr944.30","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",65771.4285714286,65771428.5714286,65771429.5714286,7.81803728154658
"1630","H10",32,"MST2021-099","3uL","QtyorID","Unknown",32,0.1208,25.95,6897,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","25.95","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021099","MST.2021099.2021.Aug","fall","H10.fall.1","Pseudochattonella_farcimen.fall","94400007_ARH170006","2021-08-24",1500,56.1544166666667,10.3166972222222,"Unknown","94400007_ARH170006","94400007_ARH170006.Unknown","#CD0BBC","qpcr944.32","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",613.066666666667,613066.666666667,613067.666666667,5.78750841193781
"1631","H11",32,"MST2021-099","3uL","QtyorID","Unknown",32,0.1208,25.95,6880,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","25.95","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021099","MST.2021099.2021.Aug","fall","H11.fall.1","Pseudochattonella_farcimen.fall","94400007_ARH170006","2021-08-24",1500,56.1544166666667,10.3166972222222,"Unknown","94400007_ARH170006","94400007_ARH170006.Unknown","#CD0BBC","qpcr944.32","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",611.555555555556,611555.555555556,611556.555555556,5.78643662593478
"1632","H12",32,"MST2021-099","3uL","QtyorID","Unknown",32,0.1208,25.98,6742,0.981,-3.37,"qpcr944","MONIS6","AssID03","Psefar","plt01","qpcrrundate20220727","25.98","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021099","MST.2021099.2021.Aug","fall","H12.fall.1","Pseudochattonella_farcimen.fall","94400007_ARH170006","2021-08-24",1500,56.1544166666667,10.3166972222222,"Unknown","94400007_ARH170006","94400007_ARH170006.Unknown","#CD0BBC","qpcr944.32","Unknown","qpcr944.plt01","Pseudochattonella farcimen","38.3","40.643","0.3","3","98.05","1.9805429727967","38.8816222418895","-3.37","99.029","uL",599.288888888889,599288.888888889,599289.888888889,5.77763695041999
"1633","A1",1,"std3E5","3uL","QtyorID","Standard",1,0.1419,20.49,3e+05,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","20.49","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E5",NA,NA,"A1.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.1","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1634","A2",1,"std3E5","3uL","QtyorID","Standard",1,0.1419,20.46,3e+05,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","20.46","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E5",NA,NA,"A2.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.1","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1635","A3",1,"std3E5","3uL","QtyorID","Standard",1,0.1419,20.63,3e+05,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","20.63","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E5",NA,NA,"A3.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.1","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1636","B1",2,"std3E4","3uL","QtyorID","Standard",2,0.1419,24.04,30000,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","24.04","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E4",NA,NA,"B1.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.2","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1637","B2",2,"std3E4","3uL","QtyorID","Standard",2,0.1419,24.07,30000,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","24.07","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E4",NA,NA,"B2.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.2","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1638","B3",2,"std3E4","3uL","QtyorID","Standard",2,0.1419,23.89,30000,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","23.89","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E4",NA,NA,"B3.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.2","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1639","C1",3,"std3E3","3uL","QtyorID","Standard",3,0.1419,27.09,3000,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","27.09","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E3",NA,NA,"C1.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.3","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1640","C2",3,"std3E3","3uL","QtyorID","Standard",3,0.1419,27.16,3000,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","27.16","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E3",NA,NA,"C2.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.3","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1641","C3",3,"std3E3","3uL","QtyorID","Standard",3,0.1419,27.36,3000,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","27.36","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E3",NA,NA,"C3.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.3","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1642","D1",4,"std3E2","3uL","QtyorID","Standard",4,0.1419,30.76,300,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","30.76","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E2",NA,NA,"D1.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.4","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1643","D2",4,"std3E2","3uL","QtyorID","Standard",4,0.1419,30.81,300,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","30.81","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E2",NA,NA,"D2.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.4","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1644","D3",4,"std3E2","3uL","QtyorID","Standard",4,0.1419,30.77,300,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","30.77","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E2",NA,NA,"D3.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.4","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1645","E1",5,"std3E1","3uL","QtyorID","Standard",5,0.1419,34.12,30,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","34.12","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E1",NA,NA,"E1.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.5","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1646","E2",5,"std3E1","3uL","QtyorID","Standard",5,0.1419,34.24,30,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","34.24","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E1",NA,NA,"E2.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.5","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1647","E3",5,"std3E1","3uL","QtyorID","Standard",5,0.1419,34.13,30,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","34.13","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E1",NA,NA,"E3.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.5","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1648","F1",6,"std3E0","3uL","QtyorID","Standard",6,0.1419,37.4,3,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","37.40","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E0",NA,NA,"F1.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.6","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1649","F2",6,"std3E0","3uL","QtyorID","Standard",6,0.1419,37.16,3,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","37.16","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E0",NA,NA,"F2.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.6","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1650","F3",6,"std3E0","3uL","QtyorID","Standard",6,0.1419,37.23,3,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","37.23","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E0",NA,NA,"F3.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.6","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1651","G1",7,"std3E-1","3uL","QtyorID","Standard",7,0.1419,39.18,0.3,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","39.18","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E-1",NA,NA,"G1.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.7","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1652","G2",7,"std3E-1","3uL","QtyorID","Standard",7,0.1419,39.79,0.3,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","39.79","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3E-1",NA,NA,"G2.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr945.7","Standard","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1655","H2",8,"std3ENTC","3uL","QtyorID","NTC",8,0.1419,40.36,0.2858,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","40.36","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","std3ENTC",NA,NA,"H2.NA.1","Pseudochattonella_farcimen.NA",NA,NA,NA,NA,NA,"NTC",NA,"NA.NTC",NA,"qpcr945.8","NTC","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",NA,0,1,0
"1657","A4",9,"MST2021-058","3uL","QtyorID","Unknown",9,0.1419,28.49,1264,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","28.49","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021058","MST.2021058.2021.Aug","fall","A4.fall.1","Pseudochattonella_farcimen.fall","94300001_VEJ0006870","2021-08-30",1500,55.6743833333333,10.0845083333333,"Unknown","94300001_VEJ0006870","94300001_VEJ0006870.Unknown","#F5C710","qpcr945.9","Unknown","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",112.355555555556,112355.555555556,112356.555555556,5.05059841684011
"1658","A5",9,"MST2021-058","3uL","QtyorID","Unknown",9,0.1419,28.61,1162,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","28.61","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021058","MST.2021058.2021.Aug","fall","A5.fall.1","Pseudochattonella_farcimen.fall","94300001_VEJ0006870","2021-08-30",1500,55.6743833333333,10.0845083333333,"Unknown","94300001_VEJ0006870","94300001_VEJ0006870.Unknown","#F5C710","qpcr945.9","Unknown","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",103.288888888889,103288.888888889,103289.888888889,5.01405781024486
"1659","A6",9,"MST2021-058","3uL","QtyorID","Unknown",9,0.1419,28.54,1221,0.997,-3.256,"qpcr945","MONIS6","AssID03","Psefar","plt02","qpcrrundate20220728","28.54","Pseudochattonella farcimen","Pseudochattonella","farcimen","heterokont flagelat","MST2021058","MST.2021058.2021.Aug","fall","A6.fall.1","Pseudochattonella_farcimen.fall","94300001_VEJ0006870","2021-08-30",1500,55.6743833333333,10.0845083333333,"Unknown","94300001_VEJ0006870","94300001_VEJ0006870.Unknown","#F5C710","qpcr945.9","Unknown","qpcr945.plt02","Pseudochattonella farcimen","39.79","40.295","0.3","3","102.82","2.02822764148455","38.5927167069385","-3.26","99.838","uL",108.533333333333,108533.333333333,108534.333333333,5.03556714296385
